Symbol Name,Character,UEB,UEB MathML example,BAUK,BAUK MathML example,Marburg,Marburg Mathml example,Unified Spanish ,Unified Spanish mathml example,Woluwe,Woluwe mathml example,Antoine,Antoine mathml example,Italian,Italian mathml example,Swedish,Sweden mathml example,Finnish,Mathml  example,Russian,Mathml example,Unified Arabic,Unified Arabic ASCII
neither a superset of nor equal to,,⠸⠘⠜⠈⠱,,⠐⠳⠕⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊉</mo><mi mathvariant=""italic"">B</mi></math>",⠔⠜⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊉</mo><mi mathvariant=""italic"">B</mi></math>",⠘⠰⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊉</mo><mi mathvariant=""italic"">B</mi></math>",,,,,⠘⠸⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊉</mo><mi mathvariant=""italic"">B</mi></math>",⠈⠻⠠⠕⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊉</mo><mi mathvariant=""italic"">B</mi></math>",,,,,⠬⠸⠘⠜, +_^>
neither greater-than nor equal to,,,,,,⠔⠕⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≱</mo><mi mathvariant=""italic"">y</mi></math>",⠘⠕⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≱</mo><mi mathvariant=""italic"">y</mi></math>",,,,,,,⠈⠼⠕⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≱</mo><mi mathvariant=""italic"">y</mi></math>",⠐⠱⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≱</mo><mi mathvariant=""italic"">y</mi></math>",,,,
neither greater-than nor equivalent to,,,,,,,,,,,,,,,,,,,,,,,
neither greater-than nor less-than,,,,,,⠔⠕⠂⠪⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≹</mo><mi mathvariant=""italic"">y</mi></math>",,,,,,,,,,,,,,,,
neither less-than nor equal to,,,,⠐⠪⠶,,⠔⠪⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≰</mo><mi mathvariant=""italic"">y</mi></math>",⠘⠪⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≰</mo><mi mathvariant=""italic"">y</mi></math>",,,,,,,⠈⠼⠪⠶,,⠐⠣⠶,,,,,
neither less-than nor equivalent to,,,,,,,,,,,,,,,,,,,,,,,
neither less-than nor greater-than,,,,,,⠔⠪⠄⠕⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≸</mo><mi mathvariant=""italic"">y</mi></math>",,,,,,,,,,,,,,,,
nest of two greater than signs with curved sides,,,,,,,,,,,,,,,,,,,,,,,
nest of two greater than signs with straight sides (is large compared with),≫,⠨⠈⠜,,⠕⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≫</mo><mi mathvariant=""italic"">y</mi></math>",⠕⠕⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≫</mo><mi mathvariant=""italic"">y</mi></math>",⠕⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≫</mo><mi mathvariant=""italic"">y</mi></math>",,,⠐⠐⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≫</mo><mi mathvariant=""italic"">y</mi></math>",⠜⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≫</mo><mi mathvariant=""italic"">y</mi></math>",⠼⠕⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>a</mi><mo>&gt;</mo><mi>o</mi><mo>&#x226B;</mo><mi>b</mi></math>",⠱⠱,,,,⠈⠘⠔, @^9
  nest of two less than signs with curved sides,,,,,,,,,,,,,,,,,,,,,,,
nest of two less than signs with straight sides (is small compared with),≪,⠨⠈⠣,,⠪⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≪</mo><mi mathvariant=""italic"">y</mi></math>",⠪⠪⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≪</mo><mi mathvariant=""italic"">y</mi></math>",⠪⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≪</mo><mi mathvariant=""italic"">y</mi></math>",,,⠐⠐⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≪</mo><mi mathvariant=""italic"">y</mi></math>",⠣⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≪</mo><mi mathvariant=""italic"">y</mi></math>",⠼⠪⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>T</mi><mo>&#x226A;</mo><msub><mi>T</mi><mi>c</mi></msub></math>",⠣⠣,,,,⠈⠘⠢, @^5
normal (superscript circle crossed by horizontal line),,⠨⠚,,,,,,,,,,,,,,,,,,,,⠘⠈⠚, ^@j
normal subgroup of,,⠈⠸⠣ ,,⠳⠬,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">G</mi><mo mathvariant=""normal"">⊲</mo><mi mathvariant=""italic"">H</mi></math>",,,,,,,,,,,,,,,,,⠈⠸⠣, @_<
normal subgroup of or equal to,,⠸⠸⠣,,⠳⠬⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">G</mi><mo mathvariant=""normal"">⊴</mo><mi mathvariant=""italic"">H</mi></math>",,,,,,,,,,,,,,,,,⠸⠸⠣, __<
north east arrow,,⠳⠎,,,,⠹⠔⠂,,,,,,⠘⠱,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">↗</mo><mi mathvariant=""italic"">y</mi></math>",,,⠘⠦⠝⠕⠏⠊⠇⠘⠴,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">↗</mo><mi mathvariant=""italic"">y</mi></math

>",⠔⠱,,,,⠻⠳⠎,}|s
north east double arrow,,,,,,,,,,,,,,,,,,,,,,⠻⠘⠒⠒⠕⠕,}^33oo
north west and south east arrow,,,,,,,,⠐⠡⠂,,,,,,,,,,,,,,,
north west arrow,,⠳⠱,,,,,,⠐⠡,,,,⠘⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">↖</mo><mi mathvariant=""italic"">y</mi></math>",,,⠘⠦⠝⠧⠏⠊⠇⠘⠴,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">↖</mo><mi mathvariant=""italic"">y</mi></math>",,,,,⠻⠳⠱,}|:
north west double arrow,,,,,,,,,,,,,,,,,,,,,,⠻⠘⠪⠪⠒⠒,}^{{33
not (negation in formal logic),¬,⠈⠹,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">&not;</mo><mi mathvariant=""normal"">p</mi></math>",⠳⠤,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>¬</mo><mi>A</mi></math>",⠒⠔,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>¬</mo><mi>x</mi></math>",⠠⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">⊦</mo><mo>(</mo><mi>A</mi><mo>&#x2228;</mo><mo>&#xAC;</mo><mi>A</mi><mo>)</mo></math>",,,,,⠬,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>¬</mo><mi>x</mi></math>",⠒⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>¬</mo><mi>P</mi></math>",⠳⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>¬</mo><mi>p</mi></math>",,,⠈⠹, @?
not a subset of,,,,⠐⠳⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊄</mo><mi mathvariant=""italic"">B</mi></math>",⠔⠣⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊄</mo><mi mathvariant=""italic"">B</mi></math>",⠘⠣⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊄</mo><mi mathvariant=""italic"">B</mi></math>",⠔⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊄</mo><mi mathvariant=""italic"">B</mi></math>",⠨⠌,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊄</mo><mi mathvariant=""italic"">B</mi></math>",⠘⠰⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊄</mo><mi mathvariant=""italic"">B</mi></math>",⠈⠻⠠⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mat

hvariant=""normal"">⊄</mo><mi mathvariant=""italic"">B</mi></math>",⠳⠐⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊄</mo><mi mathvariant=""italic"">B</mi></math>",⠈⠯,,⠬⠘⠣, +^<
not a superset of,,,,⠐⠳⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊅</mo><mi mathvariant=""italic"">B</mi></math>",⠔⠜⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊅</mo><mi mathvariant=""italic"">B</mi></math>",⠘⠠⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊅</mo><mi mathvariant=""italic"">B</mi></math>", ⠔⠐⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊅</mo><mi mathvariant=""italic"">B</mi></math>",⠐⠌,,⠘⠰⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊅</mo><mi mathvariant=""italic"">B</mi></math>",⠈⠻⠠⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊅</mo><mi mathvariant=""italic"">B</mi></math>",,,,,⠬⠘⠜, +^>
not equal to,,⠐⠶⠈⠱,,⠐⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&ne;</mo><mi mathvariant=""italic"">y</mi></math>",⠔⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&ne;</mo><mi mathvariant=""italic"">y</mi></math>",⠘⠶,,⠔⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>≠</mo><mi>y</mi></math>",⠨⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>≠</mo><mi>y</mi></math>",⠘⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>≠</mo><mi>y</mi></math>",⠈⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>≠</mo><mi>y</mi></math>",⠐⠶,,⠾,,⠐⠶,"""7"
not equivalent to,,,,,,,,,,,,,,,,,,,,,,⠐⠶⠶,"""77"
not greater than,,,,,,⠔⠕⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≯</mo><mi mathvariant=""italic"">y</mi></math>",⠘⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≯</mo><mi mathvariant=""italic"">y</mi></math>",,,,,⠘⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≯</mo><mi mathvariant=""italic"">y</mi></math>",⠈⠼⠕,,⠐⠱,,,,,
not less than,,,,,,⠔⠪⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≮</mo><mi mathvariant=""italic"">y</mi></math>",⠘⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≮</mo><mi mathvariant=""italic"">y</mi></math>",⠔⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≮</mo><mi mathvariant=""italic"">y</mi></math>",,,⠘⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≮</mo><mi mathvariant=""italic"">y</mi></math>",⠈⠼⠪,,⠐⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≮</mo><mi mathvariant=""italic"">y</mi></math>",,,,
not tilde,,,,,,⠔⠢,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≁</mo><mi mathvariant=""italic"">y</mi></math>",,,,,,,,,⠈⠘⠒,,⠐⠨⠶,,,,,
num ,,,,,,⠫⠝,,,,,,,,,,,,,,,,,
number sign ; crosshatch ; tic-tac-toe ; pounds ( weight ),#,⠸⠹,,⠸⠦,,,,⠼⠅,,⠐⠌⠌⠶,,,,,,⠘⠼,,,,,,,
numeric indicator,,⠼,,⠼,,⠼,,⠼,1,⠼,,⠠,,⠼,1,⠼,,⠼,,⠼,,,
obtuse angle,,,,,,,,,,,,,,,,,,,,,,,
obtuse triangle,,,,,,,,,,,,,,,,,,,,,,,
"opening boldface type indicator for words phrases, and mathematical statements",,⠘⠶,,,,,,,,,,,,,,,,,,,,,
opening complex-fractional indicator,,,,,,,,,,,,,,,,,,,,,,,
opening fractional-part-of-mixed-number indicator,,,,,,,,,,,,,,,,,,,,,,,
opening hypercomplex-fraction indicator,,,,,,,,,,,,,,,,,,,,,,,
"opening italic-type indicator for words, phrases, and mathematical statements",,⠨⠶,,,,,,,,,,,,,,,,,,,,,
opening simple-fraction indicator,,⠷,,,,⠆,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi mathvariant=""italic"">u</mi><mo mathvariant=""normal"">-</mo><mfrac><mrow><mn mathvariant=""normal"">1</mn></mrow><mrow><mi mathvariant=""italic"">u</mi></mrow></mfrac></mrow><mrow><mi mathvariant=""italic"">u</mi><mo mathvariant=""normal"">-</mo><mfrac><mrow><mi mathvariant=""italic"">u</mi></mrow><mrow><mi mathvariant=""italic"">u</mi><mi mathvariant=""normal"">+</mi><mfrac><mrow><mn mathvariant=""normal"">1</mn></mrow><mrow><mi mathvariant=""italic"">u</mi></mrow></mfrac></mrow></mfrac></mrow></mfrac></math>",,,⠐⠆,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi mathvariant=""normal"">(</mi><mi mathvariant=""italic"">p</mi><mi mathvariant=""normal"">+</mi><mi mathvariant=""italic"">q</mi><mi mathvariant=""normal"">)</mi></mrow><mrow><mi mathvariant=""italic"">n</mi></mrow></mfrac></math>",,,,,,,,,⠆,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mo>-</mo><mn>6</mn></mrow><mrow><mn>4</mn><mo>+</mo><mn>5</mn></mrow></mfrac></math>",,
opening cancellation indicator,,,,⠐,,,, ,,,,,,,,,,,,,,,
ordinary double arrow shaft,,⠶⠶,,,,,,,,,,,,,,,,,,,,,
ordinary single arrow shaft,,⠒⠒,,,,,,,,,,,,,,,,⠀,,,,,
paragraph mark,,⠘⠏,,,,,,,,,,,,,,,,,,,,⠘⠏,^p
parallelogram,▱,⠫⠈⠼⠙,,,,⠻⠖,,,,⠻⠖,▱,,,,,,,⠫⠏,,,,⠻⠛,}g
partial derivative (round d),,⠈⠙,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">&PartialD;</mo><mi mathvariant=""normal"">t</mi></math>",⠈⠙,,⠈⠙,,⠸⠙,,,,⠐⠙,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mo>&#x2202;</mo><mi>f</mi><mi mathvariant=""normal"">(</mi><mi>x</mi><mo>,</mo><mi>y</mi><mi mathvariant=""normal"">)</mi></mrow><mrow><mo>&#x2202;</mo><mi>x</mi></mrow></mfrac></math>",⠘⠙,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mo mathvariant=""normal"">&PartialD;</mo><mi mathvariant=""italic"">f</mi><mi mathvariant=""normal"">(</mi><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">,</mo><mi mathvariant=""italic"">y</mi><mi mathvariant=""normal"">)</mi></mrow><mrow><mo mathvariant=""normal"">&PartialD;</mo><mi mathvariant=""italic"">x</mi></mrow></mfrac></math>",⠻⠰⠙,,,,,,⠐⠫,"""$"
per mille sign,,,,,,⠸⠼⠚⠴⠴,,⠸⠴⠴,,⠼⠚⠴⠴,,⠐⠬⠬,,⠼⠴⠚⠚,,⠹⠹,,⠒⠹,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>115</mn><mo>‰</mo></math>",,,,
percent sign,%,⠨⠴,,⠒⠏,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn mathvariant=""normal"">2</mn><mn mathvariant=""normal"">5</mn><mo mathvariant=""normal"">&percnt;</mo></math>",⠸⠼⠚⠴,,⠸⠴,,⠼⠚⠴,,⠐⠬,,⠼⠴⠚,,⠹,,⠹,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>99</mn><mi mathvariant=""normal"">%</mi></math>",⠼⠚⠴,,,
period,.,⠲,,,,⠄,,,,,,,,,,⠄,,⠄,,⠲,,,
plus or minus,,⠸⠖,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">x</mi><mo mathvariant=""normal"">&PlusMinus;</mo><mi mathvariant=""normal"">y</mi></math>",⠰⠖⠤,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&PlusMinus;</mo><mi mathvariant=""italic"">y</mi></math>",⠖⠤,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&PlusMinus;</mo><mi mathvariant=""italic"">y</mi></math>",⠖⠒⠤,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&PlusMinus;</mo><mi mathvariant=""italic"">y</mi></math>",⠖⠤,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">±</mo><mi mathvariant=""italic"">y</mi></math>",⠖⠤,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">±</mo><mi mathvariant=""italic"">y</mi></math>",⠖⠤,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">±</mo><mi mathvariant=""italic"">y</mi></math>",⠨⠲⠤,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#x3B1;</mi><mo>&#xB1;</mo><mn>2</mn><mi>&#x3C0;</mi></math>",⠖⠤,,⠖⠤,,⠰⠖⠤,;6-
plus sign with circumflex accent above,,,,,,,,,,,,,,,,,,,,,,⠘⠩⠐⠖,"^%""6"
plus sign with tilde above,,,,,,,,,,,,,,,,,,,,,,⠘⠻⠐⠖,"^}""6"
pound sterling,,⠈⠇,,⠇    ,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>£</mo><mi>x</mi></math",⠸⠈⠇,,,,,,,,,,⠘⠇,,⠇,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1</mn><mo>£</mo></math>",,,⠈⠇, @l
prime,′,⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn mathvariant=""normal"">5</mn><mo mathvariant=""normal"">&prime;</mo><mi mathvariant=""normal"">&MediumSpace;</mi><mn mathvariant=""normal"">3</mn><mn mathvariant=""normal"">0</mn><mo mathvariant=""normal"">&prime;</mo><mo mathvariant=""normal"">&prime;</mo></math>",⠈⠔,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mi>x</mi><mrow><mo>'</mo><mo>*</mo></mrow></msup></math>",⠔,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>f</mi><mo>′</mo></math>",⠳,,⠔,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>f</mi><mo>'</mo></math>",⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>'</mo></math>",⠠,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi><mo>'</mo></math>",⠐,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>r</mi><mo>'</mo><mo>&#x2203;</mo></math>",⠔,,⠔,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mi>f</mi><mo>*</mo></mover><mo>'</mo></math>",⠘⠶,^7
proportion sign ( as ),∷,⠒⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn mathvariant=""normal"">4</mn><mo mathvariant=""normal"">&#x2237;</mo><mn mathvariant=""normal"">60</mn></math>",,,,,⠰⠆,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn mathvariant=""normal"">1</mn><mo mathvariant=""normal"">∶</mo><mn mathvariant=""normal"">2</mn><mo mathvariant=""normal"">∷</mo><mn mathvariant=""normal"">3</mn><mo mathvariant=""normal"">∶</mo><mn mathvariant=""normal"">6</mn></math>",,,,,,,,,,,,,⠒⠇,3l
punctuation indicator,,,,,,⠠,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">a</mi><mo mathvariant=""normal"">&geq;</mo><mn mathvariant=""normal"">0</mn><mo mathvariant=""normal"">,</mo><mi mathvariant=""normal"">&MediumSpace;</mi><mi mathvariant=""italic"">n</mi><mo mathvariant=""normal"">,</mo><mi mathvariant=""italic"">z</mi><mo mathvariant=""normal"">&in;</mo><mi mathvariant=""double-struck"">N</mi></math>",,,,,,,,,,,,,,,,
quadrilateral,,,,,,,,,,,,,,,,,,,,,,,
question mark ,,⠦,,,,⠢,,,,⠢,,,,,,,,,,⠢,,,
question mark (as a modifier),,,,,,,,,,,,,,,,,,,,,,,
question mark over equals sign,,,,,,,,,,,,,,,,,,,,,,,
rad,,,,,,⠸⠗⠁⠙,,⠗⠁⠙,1 rad,,,,,,,,,⠗⠁⠙,,,,,
radical (square root),,⠩,,⠩,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mroot><mrow><mi>x</mi><mi>y</mi></mrow><mi>n</mi></mroot></math>",⠩,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mroot><mrow><mi>b</mi><mo>&#xB7;</mo><mroot><mrow><msup><mi>b</mi><mn>2</mn></msup><mo>&#xB7;</mo><msqrt><mi>b</mi></msqrt></mrow><mn>3</mn></mroot></mrow><mn>4</mn></mroot></math>",⠫⠱,,⠩,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mroot><mi>c</mi><mn>4</mn></mroot></math>",⠜,,⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle displaystyle=""false""><mroot><mn>8</mn><mn>3</mn></mroot></mstyle></math>",⠩,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mroot><mn>27</mn><mn>3</mn></mroot></math>",⠩,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mroot><mn>27</mn><mn>3</mn></mroot></math>",⠩,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mroot><mrow><mi>a</mi><mo>+</mo><mi>b</mi></mrow><mi>n</mi></mroot></math>",⠩,%
ration sign ( is to ),,⠒,,⠠⠒,,⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>∶</mo><mi >y</mi></math>",⠲,,⠐⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>∶</mo><mi >y</mi></math>",,,⠲,x∶y,⠒,,,,⠲,x:y,⠐⠂,"""1"
,,,,,,,,,,⠲,,,,,,,,,,,,,
real part,,,,,,,,,,,,,,,,,,,,,,,
rectangle,▭,,,,,⠻⠿,,⠯⠽,,⠻⠿,,,,,,⠻⠗,,⠫⠗,,,,⠻⠲⠤,}4-
registered sign,,,,,,,,,,,,,,,,,,,,,,⠈⠘⠗, @^r
regular equals sign,=,⠐⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mi mathvariant=""normal"">=</mi><mi mathvariant=""italic"">y</mi></math>",⠰⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mi mathvariant=""normal"">=</mi><mi mathvariant=""italic"">y</mi></math>",⠶,,⠶,,⠶,x=y,⠶,x=y,⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mi mathvariant=""normal"">=</mi><mi mathvariant=""italic"">y</mi></math>",⠶,x=y,⠶,,⠶,x=y,⠶,7
regular hexagon,,⠫⠼⠋,,,,,,,,,,,,,,,,,,,,,
